product,brand,salary_age,category,salary_type,pet_type,기능,weight,price,product_name,crud_protein,crud_fat,crud_fiber,crud_ash,ca,p,water
183,393,생후 2개월 이후 전연령견,건식사료,반려견,1,,5kg,35000,피니키 유기농 프로바이오틱스 연어,24,12,6,8,0.9,0.4,12
184,393,생후 2개월 이후 전연령견,건식사료,반려견,1,,5kg,35000,피니키 유기농 프로바이오틱스 양고기,24,12,6,8,0.9,0.4,12
185,393,생후 2개월 이후 전연령견,건식사료,반려견,1,,5kg,35000,피니키 유기농 프로바이오틱스 오리고기,24,12,6,8,0.9,0.4,12
186,35,12개월이하,건식사료,반려견,1,,2kg,21000,네츄럴오 퍼피  ,26,10,6,10,1.2,0.4,10
187,35,1년 이상,건식사료,반려견,1,,2kg,24000,네츄럴오 양고기,26,10,6,10,1.2,0.3,10
188,35,1년 이상,건식사료,반려견,1,,2kg,24000,네츄럴오 오리고기  ,26,10,6,10,1.2,0.3,10
189,35,1년 이상,건식사료,반려견,1,,2kg,24000,네츄럴오 연어   ,26,10,6,10,1.2,0.3,10
190,35,전연령,건식사료,반려견,1,,2kg,24000,네츄럴오 소고기  ,26,10,6,10,1.2,0.4,10
191,35,전연령,건식사료,반려견,1,,2kg,24000,네츄럴오 초록입홍합,26,10,6,10,1.2,0.4,10
192,35,전연령,건식사료,반려견,1,,2kg,24000,네츄럴오 슈퍼푸드,26,10,6,10,1.2,0.3,10
193,377,생후 3개월~,건식사료,반려견,1,,2.26kg,28000,퓨어비타 터키앤 스위트포테이토 그레인프리 독,24,16,6,9.5,1,0.8,14
194,377,전연령,건식사료,반려견,1,,2.26kg,28000,퓨어비타 치킨 앤 현미 독,24,13,6,8,1,0.8,14
195,377,전연령,건식사료,반려견,1,,2.26kg,30000,퓨어비타 새먼앤 피스 앙트레 그레인프리 독,24,16,6,9,1,0.8,14
196,314,전연령,건식사료,반려견,1,,142g,35000,K9 내추럴 도그 냉동건조 소고기 피스트,32,35,3,15,2.5,1.2,8
197,314,전연령,건식사료,반려견,1,,142g,35000,K9 내추럴 도그 냉동건조 양고기 피스트,32,35,3.5,15,1.8,1,8
198,314,생후 3개월~,습식사료,반려견,1,,170g,3200,K9 내추럴 도그 램 피스트 캔,9,10,1,3,0.2,0.1,78
199,314,생후 3개월~,습식사료,반려견,1,,170g,5000,K9 내추럴 도그 비프 피스트 캔,8,10,1,3,0.3,0.1,78
200,314,생후 3개월~,습식사료,반려견,1,,170g,3500,K9 내추럴 도그 치킨 피스트 캔,7,7,0.5,2.5,0.4,0.1,83
201,1,전연령,건식사료,반려견,1,,1.8kg,18000,ANF 유기농 6FREE 오리고기,26,10,6,8,1,0.4,11
202,1,전연령,건식사료,반려견,1,,1.8kg,18000,ANF 유기농 6FREE 연어,26,10,6,8,1,0.4,11
203,1,전연령,건식사료,반려견,1,,1.8kg,18000,ANF 유기농 6FREE 양고기,26,10,6,8,1,0.4,11
204,1,전연령,건식사료,반려견,1,,1.8kg,18000,ANF 유기농 6FREE 소고기,26,10,6,8,1,0.4,11
205,1,전연령,건식사료,반려견,1,,1.8kg,18000,ANF 유기농 6FREE 플러스 소고기+연어고기,27,10,6,8,1,0.4,11
206,1,전연령,건식사료,반려견,1,,1.8kg,18000,ANF 유기농 6FREE 플러스 연어+흰살생선,27,10,6,8,1,0.4,11
207,1,전연령,건식사료,반려견,1,,1.8kg,18000,ANF 유기농 6FREE 플러스 양고기+쌀,27,10,6,8,1,0.4,11
208,1,전연령,건식사료,반려견,1,,1.8kg,18000,ANF 유기농 6FREE 플러스 오리고기 + 연어고기,27,10,6,8,1,0.4,11
209,1,전연령,건식사료,반려견,1,,1.4kg,18000,ANF 더블미트 연어 포 독,30,12,8,10,1,0.4,11
210,1,전연령,건식사료,반려견,1,,1.4kg,18000,ANF 더블미트 양고기 포 독,30,12,8,10,1,0.4,11
211,1,전연령,건식사료,반려견,1,,1.4kg,18000,ANF 더블미트 소고기 포 독,30,12,8,10,1,0.4,11
212,1,생후 3개월~,건식사료,반려견,1,,1.36kg,15000,ANF 홀리스틱 그레인프리 치킨&감자,28,15,5,10,1.45,1.5,10
213,1,생후 3개월~,건식사료,반려견,1,,1.36kg,15000,ANF 홀리스틱 그레인프리 양고기 & 감자,28,15,5,10,1.45,1.5,10
214,1,생후 3개월~,건식사료,반려견,1,,1.36kg,15000,ANF 홀리스틱 그레인프리 연어 & 병아리콩,26,15,3.5,8.5,1,0.9,10
215,1,전연령,건식사료,반려견,1,,2.2kg,26000,ANF 램 홀리스틱 올라이프 스테이지,22,12,4.5,11,1.45,0.8,10
216,1,1년 미만,건식사료,반려견,1,,2.2kg,26000,ANF 램 홀리스틱 퍼피 앤 액티브,27,17,4,9.05,1.5,0.8,10
217,1,7세이상,건식사료,반려견,1,,2.2kg,26000,ANF 램 홀리스틱 헬시웨이트 앤 조인트,19,8,4.5,11,1.45,0.8,10
218,1,3개월 이상 전연령,건식사료,반려견,1,,1.2kg,12500,ANF MWO 유기농 연어&감자,26,12,6,8,1,1.2,8
219,1,3개월 이상 전연령,건식사료,반려견,1,,1.2kg,12500,ANF MWO 유기농 오리&귀리,26,12,6,8,1,1.2,8
220,1,이유직후~4개월 이하,건식사료,반려견,1,,800g,11000,ANF 미니오 베이비,29,19,6,8,1,0.9,11
221,1,4개월~1새이하,건식사료,반려견,1,,800g,11000,ANF 미니오 주니어,27,16,6,8,0.9,0.7,11
222,1,1세이상,건식사료,반려견,1,,800g,11000,ANF 미니오 어덜트,25,14,6,8,0.8,0.65,11
223,1,7세이상,건식사료,반려견,1,,800g,11000,ANF 미니오 시니어,22,10,6,8,0.7,0.6,10
224,1,전연령,건식사료,반려견,1,,7.2kg,45000,ANF 램28 올라이프 스테이지,28,12,4.5,11,1.45,0.8,10
225,1,생후 1년 이상,건식사료,반려견,1,,7.2kg,45000,ANF 치킨 어덜트,26,15,3.5,8.5,1.2,1.5,10
226,295,3개월 이상,건식사료,반려견,1,,454g,30900,지위픽 독 식품 소고기,36,33,2,12,1.6,1.4,14
227,295,3개월 이상,습식사료,반려견,1,,390g,8000,지위픽 독 캔식품 양고기,8,5.5,1,3,0.32,0.25,78
228,295,3개월 이상,건식사료,반려견,1,,454g,30900,지위픽 독 식품 양고기,36,35,2,8,1.6,1.4,14
229,295,3개월 이상,습식사료,반려견,1,,390g,12000,지위픽 독 캔식품 소고기,8,5.5,1,3,0.24,0.3,78
230,295,3개월 이상,건식사료,반려견,1,,454g,48400,지위픽 독 식품 사슴고기,45,25,2,8,1.6,1.4,14
231,295,3개월 이상,습식사료,반려견,1,,390g,12300,지위픽 독 캔식품 사슴고기,9,4.5,1,3,0.29,0.26,78
232,410,3~12개월,건식사료,반려견,1,,1.81kg,35000,헤일로 독 퍼피 치킨&치킨간,28,18,5,9,1.2,1,10
233,410,어덜트,건식사료,반려견,1,,1.81kg,35000,헤일로 어덜트독 그레인프리 서프&터프,25,15,5,9,0.5,0.4,10
234,410,3개월 이상,건식사료,소형견,1,,1.81kg,35000,헤일로 스몰브리드 홀리스틱 연어&흰살생선,27,12,5,9,0.5,0.4,10
235,410,3개월 이상,건식사료,소형견,1,,1.81kg,31200,헤일로 독 스몰브리드 치킨&치킨간,27,17,5,9,0.4,0.4,10
236,330,전연령,건식사료,반려견,1,,1.81kg,39000,텐더앤트루 도그 유기농 닭고기,26,16,7,7,0.95,0.8,10
237,330,전연령,건식사료,반려견,1,,1.81kg,39000,텐더앤트루 유기농 칠면조 애견사료,26,16,7.75,6.7,0.95,0.8,10
238,113,3개월 이상,건식사료,반려견,1,,1.59kg,52000,로우즈 독 밀프리 LID 연어,23,12,4,8,1.1,1,12
239,113,3개월 이상,건식사료,반려견,1,,1.59kg,52000,로우즈 독 밀프리 LID 오리,25,12,4,8,1.1,1,12
240,113,3개월 이상,건식사료,반려견,1,,1.59kg,52000,로우즈 독 밀프리 고단백 연어&화이트피쉬,40,12,4,5.5,1.5,1,10
241,113,3개월 이상,건식사료,반려견,1,,1.59kg,50000,로우즈 독 밀프리 고단백 치킨&칠면조,40,12,4,5.5,1.5,1,10
242,113,3개월 이상,건식사료,반려견,1,,1.59kg,50000,로우즈 독 동결건조 맛있는 저녁 치킨,48,22,3,10,1.2,1.1,6
243,113,3개월 이상,습식사료,모든 강아지용,1,,354g,9000,로우즈 독 캔 96% 연어,10,10,1.5,2.5,0.35,0.15,78
244,113,3개월 이상,습식사료,모든 강아지용,1,,354g,11000,로우즈 독 캔 96% 오리 & 오리 간,11,7,1.5,3,0.3,0.27,78
245,113,3개월 이상,습식사료,모든 강아지용,1,,354g,11000,"로우즈 독 캔 96% 오리, 오리간&토끼",11,7,1.5,3,0.3,0.27,78
246,113,3개월 이상,습식사료,모든 강아지용,1,,354g,9000,로우즈 독캔 96% 치킨&치킨간,11,9,1.5,2.5,0.3,0.15,78
247,113,3개월 이상,습식사료,모든 강아지용,1,,354g,9000,로우즈 독 캔 96% 칠면조&칠면조 간,10,8,1.5,3,0.3,0.15,78
248,113,3개월 이상,습식사료,모든 강아지용,1,,354g,9000,로우즈 독 캔 LID 연어 ,10,9,1.5,2.5,0.3,0.15,78
249,263,성견용,건식사료,반려견,1,,15kg,18900,뉴트리나 울트라 초이스,20,7,5.5,10,1,0.6,12
250,263,전연령,건식사료,반려견,1,,15kg,33000,뉴트리나 울트라 오리지널,30,17,6,10,1,0.6,12
251,263,전연령,건식사료,반려견,1,,15kg,32000,뉴트리나 울트라 액티브,25,11,6,10,1,0.6,12
252,263,어린 강아지용,건식사료,반려견,1,,8kg,18500,뉴트리나 울트라 진도 퍼피,26,11,5.5,10,1.2,1,12
253,263,전연령,건식사료,반려견,1,,10kg,20000,뉴트리나 울트라 진도,23,9,5,10,0.9,0.6,12
254,263,전연령,건식사료,반려견,1,,15kg,30000,뉴트리나 울트라 오리지널 빅바이트,30,17,6,10,1,0.6,12
255,51,1세 이하,건식사료,반려견,1,,2.1kg,7250,뉴트리나 퍼피,26,11,5,10,1.2,1,12
256,51,1세 이상,건식사료,반려견,1,,2.1kg,9900,뉴트리나 어덜트 치킨,24,10,5,10,0.6,0.6,12
257,51,1세 이상,건식사료,반려견,1,,2.1kg,7250,뉴트리나 어덜트 연어,24,10,5,10,1,0.6,12
258,51,1세 이상,건식사료,반려견,1,체중조절,2.1kg,8200,뉴트리나 다이어트,19,7,5.5,10,0.9,0.6,12
259,51,전연령,건식사료,반려견,1,,4.5kg,14000,뉴트리나 보보스,21,9,6,8,1,1.1,9
260,51,3개월 이상,건식사료,중대형견,1,,10kg,15000,뉴트리나 하이도그,17,5,5,10,1,0.5,9
261,51,전연령,건식사료,반려견,1,,4.5kg,13000,뉴트리나 마이티,26,11,6,10,1,1.1,9
262,51,전연령,건식사료,반려견,1,,15kg,17300,뉴트리나 메리트,17,4,5,10,1,1.1,9
263,380,3개월 이상,건식사료,반려견,1,,20kg,30000,뉴트리나 프라임 블랙 25 빅바이트,25,12,5,10,1,0.6,12
264,380,3개월 이상,건식사료,반려견,1,,20kg,30000,뉴트리나 프라임 블랙 25 스몰바이트,25,12,5,10,1,0.6,12
265,380,3개월 이상,건식사료,반려견,1,,20kg,30000,뉴트리나 프라임 블랙 28 스몰바이트,28,14,5,10,1,0.6,12
266,380,3개월 이상,건식사료,반려견,1,,20kg,30000,뉴트리나 프라임 블랙 34 빅바이트,34,20,5,10,1,0.6,12
267,380,3개월 이상,건식사료,반려견,1,,20kg,30000,뉴트리나 프라임 블랙 34 스몰바이트,34,20,5,10,1,0.6,12
268,380,2개월 이상,건식사료,반려견,1,,20kg,28900,뉴트리나 프라임 퍼포먼스 플러스,30,18,5.5,10,1,0.6,12
269,406,3개월 이상,건식사료,반려견,1,,1kg,17000,한하루 오리고기+연어 감자,23,11,10,10,1.5,1.3,
270,406,3개월 이상,건식사료,반려견,1,,1kg,18000,한하루 양고기+연어 감자,23,11,10,10,1.5,1.3,
271,406,생후 2개월 이상,건식사료,반려견,1,,1kg,17000,한하루 천연 야채사료,27,16,5,9,1.5,0.4,23
272,235,전연령,건식사료,반려견,1,,7kg,38900,앱솔루트 램앤라이스,22,12,4.5,11,1.45,1.6,10
273,235,전연령,건식사료,반려견,1,,1kg,20000,앱솔루트 램앤라이스 작은입자,22,12,4.5,11,1.45,1.6,10
274,235,전연령,건식사료,반려견,1,,7kg,47200,앱솔루트 오리 & 감자,22,12,4.5,11,0.8,1.6,
275,235,전연령,건식사료,반려견,1,,1kg,11000,앱솔루트 치킨 & 현미,31,21,4,11,,1.6,
276,235,전연령,건식사료,반려견,1,,1kg,11000,앱솔루트 칠면조 & 현미,25,14,4.5,9,,1.6,
277,235,전연령,건식사료,반려견,1,,2.7kg,19430,앱솔루트 소고기 & 현미,22,12,4.5,11,,1.6,
278,400,전연령,건식사료,전견종,1,,1kg,16000,하나누리 더자연 신선한 소고기 & 우골추출물,24,20,10,7,,1.2,10
279,400,전연령,건식사료,전견종,1,,1kg,16000,하나누리 더자연 오메가3 연어와 오리고기,22,21,11,9,,1.8,10
280,400,전연령,건식사료,전견종,1,,1kg,16000,하나누리 더자연 신선한 닭고기 & 칠면조,24,20,11,8,,1.2,10
281,400,전연령,건식사료,전견종,1,,1kg,16000,하나누리 더자연 황태와 생오리 연어,22,20,,13,,,10
282,270,어덜트,건식사료,소형견,1,,1.8kg,26000,웰니스 스몰브리드 어덜트,28,15,4,,1.2,0.9,11
283,270,시니어,건식사료,소형견,1,,1.8kg,26000,웰니스 스몰브리드 시니어,25,12,4.5,9,0.9,1.6,11
284,270,생후 3개월 이후,건식사료,반려견,1,,1.8kg,27000,웰니스 코어오션 포뮬라,34,16,7,9.95,1.1,0.4,10
285,270,12개월 이하,건식사료,반려견,1,,1.8kg,27000,웰니스 코어퍼피 포뮬라,36,18,5,9,0.6,0.8,10
286,270,3개월 이상,건식사료,반려견,1,,2kg,31500,웰니스 심플 살몬앤포테이토,25,12,5,9,0.5,0.4,10
287,270,3개월 이상,건식사료,반려견,1,,2kg,35000,웰니스 심플 터키앤포테이토,26,12,5.5,9,0.5,0.4,10
288,270,생후 3개월 이후,건식사료,소형견,1,,2kg,35000,웰니스 심플 스몰브리드 살몬앤포테이토,29,14,5,9,0.6,0.4,10
289,270,생후 3개월 이후,건식사료,소형견,1,,5.4kg,62000,웰니스 코어 스몰브리드 포뮬라,36,16,5,10,0.6,0.4,10
290,270,3개월 이상,습식사료,반려견,1,,156g,4200,웰니스 코어 치킨 앤 터키,12,8,0.5,4,0.6,0.5,78
291,270,3개월 이상,습식사료,반려견,1,,156g,4200,웰니스 코어 살몬 앤 화이트 피쉬,12,7,0.5,4,0.6,0.5,78
292,270,어덜트,건식사료,반려견,1,,1.8kg,26000,웰니스 컴플리트 헬스 그레인프리 어덜트 치킨,26,12,5.25,9,0.8,0.6,10
293,270,3개월 이상,습식사료,반려견,1,,85g,3600,웰니스 쁘띠 앙뜨레 미니필렛 구운 닭고기,8,2,1,9,0.6,0.5,82
294,270,3개월 이상,습식사료,반려견,1,,85g,3600,웰니스 쁘띠 앙뜨레 미니필렛 부드러운 칠면조,8,2,1,9,0.6,0.5,82
295,270,3개월 이상,습식사료,반려견,1,,85g,3600,웰니스 쁘띠 앙뜨레 미니필렛 구운 소고기,8,2,1,9,0.6,0.5,82
296,270,3개월 이상,습식사료,반려견,1,,85g,3600,웰니스 쁘띠 앙뜨레 미니필렛 구운 닭고기와 소고기,8,2,1,9,0.6,0.5,82
297,270,3개월 이상,습식사료,반려견,1,,85g,3600,웰니스 쁘띠 앙뜨레 캐서롤 부드러운 닭고기,6,5,1,9,0.6,0.5,78
298,270,3개월 이상,습식사료,반려견,1,,85g,3600,웰니스 쁘띠 앙뜨레 캐서롤 구운 칠면조와 오리,6,5,1,9,0.6,0.5,78
299,270,3개월 이상,습식사료,반려견,1,,85g,3600,웰니스 쁘띠 앙뜨레 캐서롤 소고기와 연어,6,5,1,9,0.6,0.5,78
300,270,3개월 이상,습식사료,반려견,1,,85g,3600,웰니스 쁘띠 앙뜨레 캐서롤 구운 양고기,6,5,1,9,0.6,0.5,78
301,270,퍼피,건식사료,반려견,1,,5.4kg,58000,웰니스 컴플리트 헬스 그레인프리 퍼피,32,18,5.5,9,1.2,1,10
302,270,어덜트,건식사료,소형견,1,,1.8kg,26000,웰니스 컴플리트 헬스 그레인프리 스몰브리드 어덜트,32,16,5.5,9,1.3,1,10
303,270,퍼피,건식사료,소형견,1,,5.4kg,46000,웰니스 헬시발란스 스몰브리드 퍼피,27,14,4.5,,1.2,1,10
304,270,어덜트,건식사료,소형견,1,,2.26kg,24000,웰니스 헬시발란스 스몰브리드 어덜트,27,14,4.5,9,0.8,0.6,10
305,270,1세 이상,건식사료,소형견,1,,1.8kg,35900,웰니스 코어 스몰브리드 헬시웨이트,28,10,5,9,1.1,0.9,10
306,284,8주~10개월,건식사료,소형견,1,,1.5kg,32000,이퀼리브리오 그레인프리 미니브리드 퍼피,34,20,3,8,0.9,0.4,10
307,284,10개월~7살,건식사료,소형견,1,,1.5kg,32000,이퀼리브리오 그레인프리 미니브리드 어덜트,31,15,3,7.5,0.7,0.4,10
308,284,7살 이상,건식사료,소형견,1,,1.5kg,32000,이퀼리브리오 그레인프리 미니브리드 시니어,29,15,3.5,7.5,0.9,0.3,10
309,284,10개월~7살,건식사료,소형견,1,,2kg,27000,이퀼리브리오 스몰 브리드 어덜트,27,14,3,7,1,0.7,10
310,284,2개월~10개월,건식사료,소형견,1,,2kg,27000,이퀼리브리오 스몰 브리드 퍼피,32,20,3,7,0.75,0.8,10
311,284,12개월 이후,건식사료,반려견,1,,15kg,100200,이퀼리브리오 올브리드 어덜트독 센서티브,26.5,17,3,7,0.75,0.7,10
312,284,12개월 이후,건식사료,소형견,1,,2kg,27000,이퀼리브리오 스몰 브리드 라이트,26,8,7,0.85,0.85,0.7,10
313,284,7세 이상,건식사료,소형견,1,,2kg,27000,이퀼리브리오 스몰 브리드 시니어,25,17,3,6,0.55,0.55,10
314,284,7세이상,건식사료,"중형견, 대형견",1,,15kg,120000,이퀼리브리오 올브리드 시니어,25,17,3,6,0.55,0.55,10
315,284,1세 이상,건식사료,"중형견, 대형견",1,,15kg,114000,이퀼리브리오 올브리드 라이트,26,8,6,7,0.75,0.7,10
316,284,라지브리드 : 2개월~18개월 / 자이언트 브리드 : 2개월~24개월,건식사료,대형견,1,,15kg,100200,이퀼리브리오 라지 브리드 퍼피,28,14,3.5,7.5,0.75,0.9,10
317,284,라지브리드 : 18개월 이상 / 자이언트 브리드 : 24개월 이상,건식사료,대형견,1,,15kg,114000,이퀼리브리오 라지 브리드 어덜트,26,14,3.5,7,0.75,0.7,10
318,284,3개월 이상,건식사료,반려견,1,신장 증상 완화,2kg,31000,이퀼리브리오 레날 (RE) 신장질환,15,18,10,5.5,0.4,0.17,10
319,284,3개월 이상,건식사료,반려견,1,심장질환 완화,2kg,31000,이퀼리브리오 카디악 (CA) 심장질환,24,18,2.2,6,0.6,0.4,10
320,284,3개월 이상,건식사료,반려견,1,알러지 저자극성,2kg,38000,이퀼리브리오 하이퍼알러지 (HA) 저자극성,21,18,3.5,7.5,0.7,0.75,10
321,284,3개월 이상,건식사료,반려견,1,"비만, 당뇨 관리",2kg,37000,이퀼리브리오 오베서티 (OD) 비만&당뇨,30,7.5,10,7.2,0.8,0.7,10
322,284,3개월 이상,건식사료,반려견,1,간질환 완화,2kg,33000,이퀼리브리오 헤파틱 (HE) 간질환,14,18,3.5,5.6,0.58,0.41,10
323,284,3개월 이상,건식사료,반려견,1,"위장장애 완화, 영양 부족 관리",2kg,37000,이퀼리브리오 인텐셜 (IN) 위장질환,23,18,3.5,7.7,0.91,0.8,10
324,284,3개월 이상,건식사료,반려견,1,"스트루바이트 결석의 용해 및 결석 예방, 방광염 치료 보조",2kg,35000,이퀼리브리오 유리너리 (UR) 비뇨계질환,18,16,2.4,7.7,0.4,0.4,10
325,223,전연령,건식사료,반려견,1,,1.2kg,17100,아미오 오리진 올라이프,25,15,6,8,0.9,0.4,12
326,223,1세 이상,건식사료,반려견,1,체중 조절 도움,1.4kg,18400,아미오 오리진 슬림업 오리,24,9,6,8,0.9,0.4,12
327,223,1세 이상,건식사료,반려견,1,피부와 모질에 도움이 됨,1.4kg,18260,아마오 오리진 스킨앤뷰티 연어,24,14,6,8,0.9,0.4,12
328,223,12개월 미만,건식사료,반려견,1,,1.4kg,18000,아미오 홀리스틱 퍼피,26,16,6,8,1.2,1,12
329,223,1세~7세,건식사료,반려견,1,,1.4kg,16000,아미오 홀리스틱 어덜트,24,14,6,8,0.9,0.4,12
330,223,8세 이상,건식사료,반려견,1,,1.4kg,18000,아미오 홀리스틱 시니어,21,12,6,8,0.9,0.4,12
331,223,전연령(생후 6개월 이상 급여 권장),건식사료,반려견,1,,1.2kg,16000,아미오 컴플리트 오리지널,25,15,3.5,10,1.3,0.8,10
332,223,전연령(생후 6개월 이상 급여 권장),건식사료,반려견,1,,1.2kg,17000,아미오 컴플리트 오리,27,14.5,4,9,1.25,0.8,10
333,223,전연령(생후 6개월 이상 급여 권장),건식사료,반려견,1,,1.2kg,17000,아미오 컴플리트 연어,26.5,15,5,9.5,1.3,0.8,10
334,223,1세 이상,건식사료,반려견,1,,1.4kg,23000,아미오 스킨앤뷰티,23,12,6,8,0.9,0.4,12
335,179,2일~49일,기타(사료),반려견,1,영양보충,250g,15000,비어파 락톨 퍼피,22.8,25.26,,7.36,,,3.68
336,108,3개월 이상,자연식사료,반려견,1,,250g,6000,랑이네식탁 프리미엄 고구마야채 수제사료,24.16,9.36,0.76,2.09,0.12,,13.19
337,108,3개월 이상,자연식사료,반려견,1,,250g,6500,랑이네식탁 프리미엄 소고기 수제사료,32.45,9.13,1.25,3.35,0.14,0.43,21.7
338,108,3개월 이상,자연식사료,반려견,1,,250g,6500,랑이네식탁 프리미엄 연어 수제사료,30.64,7.46,1.41,2.88,0.12,0.42,17.67
339,108,3개월 이상,자연식사료,반려견,1,,250g,6000,랑이네식탁 프리미엄 오리 수제사료,30.16,8.31,1.25,2.6,0.12,0.41,20.6
340,108,3개월 이상,자연식사료,반려견,1,,250g,6000,랑이네식탁 프리미엄 양 수제사료,26.25,10.4,1.87,2.75,0.21,0.45,22.13
